Wall time,Step,Value
1637775887.891119,22046,0.0
1637775927.3813214,22068,0.0
1637776069.8973873,22139,0.0
1637776072.9349465,22141,0.0
1637776373.507367,22178,0.0
1637776459.5666704,22226,0.0
1637776495.317265,22247,0.0
1637776850.9143295,22283,0.0
1637776869.7098145,22293,0.0
1637776903.8735938,22311,0.0
1637777000.3806,22365,0.0
1637777336.6012242,22420,0.0
1637777413.2827587,22463,0.0
1637777466.6123238,22493,0.0
1637777507.4763372,22515,0.0
1637777511.2773654,22517,0.0
1637777845.3357377,22541,0.0
1637777848.5617867,22542,0.0
1637778040.1292603,22648,0.0
1637778040.5374057,22649,0.0
1637778321.6398313,22674,0.0
1637778383.4053051,22709,0.0
1637778447.8237438,22744,0.0
1637778457.8287156,22750,0.0
1637778465.35587,22754,0.0
1637778868.8226542,22814,0.0
1637778876.5569613,22819,0.0
1637778901.972293,22832,0.0
1637778941.4836464,22855,0.0
1637779005.1846228,22890,0.0
1637779340.4076436,22943,0.0
1637779412.8166218,22983,0.0
1637779486.4080575,23023,0.0
1637779493.8250427,23026,0.0
1637779845.1840963,23059,0.0
1637779885.672356,23081,0.0
1637779903.7816432,23091,0.0
1637779948.5530357,23115,0.0
1637779963.2096663,23123,0.0
1637779991.390538,23139,0.0
1637780281.6188703,23168,0.0
1637780450.4521155,23261,0.0
1637780868.1837273,23331,0.0
1637780904.1922169,23350,0.0
1637780907.6518729,23352,0.0
1637780971.9505038,23388,0.0
1637781004.1706297,23406,0.0
1637781008.8009906,23409,0.0
1637781285.457546,23433,0.0
1637781369.678131,23479,0.0
1637781454.3092332,23526,0.0
1637781799.8606381,23557,0.0
1637781837.2975667,23578,0.0
1637781934.4459486,23630,0.0
1637782288.6862438,23687,0.0
1637782340.1040535,23713,0.0
1637782485.514942,23787,0.0
1637782508.8329947,23798,0.0
1637782513.149568,23801,0.0
1637782895.9918067,23831,0.0
1637782908.6681046,23837,0.0
1637782998.4616597,23882,0.0
1637783471.0864394,23981,0.0
1637783593.1367447,24042,0.0
1637783964.9857981,24066,0.0
1637783975.511589,24072,0.0
1637784016.7167325,24093,0.0
1637784063.751689,24117,0.0
1637784108.4040434,24139,0.0
1637784132.3895793,24152,0.0
1637784486.8840306,24196,0.0
1637784550.4504924,24230,0.0
1637784558.2151268,24234,0.0
1637784594.4591339,24251,0.0
1637784598.4332743,24253,0.0
1637785142.586348,24367,0.0
1637785184.4526384,24387,0.0
1637785204.6084754,24397,0.0
1637785253.9575148,24422,0.0
1637785605.417901,24465,0.0
1637785634.5452979,24479,0.0
1637785663.2903123,24493,0.0
1637785716.442917,24519,0.0
1637785737.10135,24528,0.0
1637785832.125965,24575,0.0
1637786158.2710962,24579,0.0
1637786176.2963953,24589,0.0
1637786197.8287783,24600,0.0
1637786205.5194623,24604,12.5
1637786209.540263,24607,0.0
1637786223.5204446,24615,0.0
1637786262.3234391,24636,0.0
1637786275.1034915,24643,0.0
1637786311.6952584,24664,0.0
1637786375.075809,24699,0.0
1637786667.5318975,24719,0.0
1637786671.15596,24721,0.0
1637786703.6262672,24738,0.0
1637786729.4755487,24752,0.0
1637786839.2283292,24814,0.0
1637786843.0164645,24816,0.0
1637786868.6785939,24830,0.0
1637787240.9510262,24873,0.0
1637787259.9344707,24883,0.0
1637787341.7065248,24925,0.0
1637787361.2814415,24935,0.0
1637787385.0512218,24948,0.0
1637787739.6465034,24988,0.0
1637787783.245843,25010,0.0
1637787830.3655725,25034,0.0
1637787929.8062522,25087,0.0
